Year,County,Place,CFIPS,PFIPS,Total Population,Household Population,Group Quarters Population,Household Size,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Vacancy Percent,Household Pop to Housing Units Ratio
2010,Las Animas County,Aguilar,71,760,534,534,0,2.49,269,214.0,55.0,20.34,1.9851301115241635
2010,Washington County,Akron,121,925,1651,1467,184,2.22,815,660.0,155.0,18.98,1.8
2010,Alamosa County,Alamosa,3,1090,8796,8124,672,2.37,3675,3433.0,242.0,6.59,2.210612244897959
2010,Park County,Alma,93,1530,271,271,0,2.2,169,123.0,46.0,26.98,1.6035502958579881
2010,Conejos County,Antonito,21,2355,783,782,1,2.46,375,318.0,57.0,15.23,2.0853333333333333
2010,Lincoln County,Arriba,73,3235,193,193,0,2.24,117,86.0,31.0,26.36,1.6495726495726495
2010,Adams County,Arvada (Part),1,3455,2857,2851,6,2.57,1151,1111.0,40.0,3.48,2.476976542137272
2010,Jefferson County,Arvada (Part),59,3455,103924,103424,500,2.48,43364,41730.0,1634.0,3.77,2.3850198321188083
2010,Pitkin County,Aspen,97,3620,6659,6617,42,1.88,5931,3517.0,2414.0,40.7,1.1156634631596696
2010,Weld County,Ault,123,3950,1523,1523,0,2.63,615,579.0,36.0,5.85,2.4764227642276424
2010,Adams County,Aurora (Part),1,4000,39978,39074,904,3.07,14132,12707.0,1425.0,10.08,2.7649306538352674
2010,Arapahoe County,Aurora (Part),5,4000,286285,284633,1652,2.6,117205,109648.0,7557.0,6.45,2.428505609828932
2010,Douglas County,Aurora (Part),35,4000,156,156,0,2.84,64,55.0,9.0,14.06,2.4375
2010,Eagle County,Avon,37,4110,6422,6422,0,2.88,3483,2228.0,1255.0,36.04,1.843812805053115
2010,Eagle County,Basalt (Part),37,4935,2917,2917,0,2.57,1318,1134.0,184.0,13.94,2.2132018209408195
2010,Pitkin County,Basalt (Part),97,4935,931,931,0,2.38,514,392.0,122.0,23.74,1.811284046692607
2010,La Plata County,Bayfield,67,5265,2357,2357,0,2.58,976,912.0,64.0,6.56,2.4149590163934427
2010,Adams County,Bennett (Part),1,6090,1961,1961,0,2.74,772,716.0,56.0,7.25,2.540155440414508
2010,Arapahoe County,Bennett (Part),5,6090,353,353,0,2.94,126,120.0,6.0,4.76,2.8015873015873014
2010,Larimer County,Berthoud (Part),69,6255,5040,4971,69,2.51,2064,1979.0,85.0,4.12,2.4084302325581395
2010,Weld County,Berthoud (Part),123,6255,63,63,0,3.32,20,19.0,1.0,5.0,3.15
2010,Kit Carson County,Bethune,63,6530,237,237,0,3.23,79,73.0,6.0,7.14,3.0
2010,Gilpin County,Black Hawk,47,7025,118,118,0,2.16,74,55.0,19.0,26.09,1.5945945945945945
2010,Costilla County,Blanca,23,7190,383,383,0,3.13,146,123.0,23.0,16.07,2.6232876712328768
2010,Summit County,Blue River,117,7410,851,851,0,2.53,726,337.0,389.0,53.58,1.1721763085399448
2010,Saguache County,Bonanza City,109,7571,16,16,0,2.17,31,7.0,24.0,76.19,0.5161290322580645
2010,Pueblo County,Boone,101,7795,340,332,8,2.39,182,139.0,43.0,23.63,1.8241758241758241
2010,Boulder County,Boulder,13,7850,97901,89349,8552,2.16,43497,41365.0,2132.0,4.9,2.05414166494241
2010,Arapahoe County,Bow Mar (Part),5,8070,590,590,0,2.96,204,199.0,5.0,2.45,2.892156862745098
2010,Jefferson County,Bow Mar (Part),59,8070,277,277,0,3.04,98,91.0,7.0,7.14,2.826530612244898
2010,Las Animas County,Branson,71,8345,73,73,0,2.16,46,34.0,12.0,26.67,1.5869565217391304
2010,Summit County,Breckenridge,117,8400,4552,4449,103,2.28,6915,1951.0,4964.0,71.79,0.6433839479392625
2010,Adams County,Brighton (Part),1,8675,33102,31556,1546,2.95,11270,10709.0,561.0,4.98,2.8
2010,Weld County,Brighton (Part),123,8675,344,344,0,3.1,117,111.0,6.0,5.13,2.9401709401709404
2010,Fremont County,Brookside,43,9115,233,233,0,2.73,90,86.0,4.0,5.0,2.588888888888889
2010,Broomfield County,Broomfield,14,9280,56107,55825,282,2.6,22685,21498.0,1187.0,5.23,2.4608772316508705
2010,Morgan County,Brush,87,9555,5468,5095,373,2.63,2128,1937.0,191.0,8.98,2.394266917293233
2010,Chaffee County,Buena Vista,15,10105,2618,2618,0,2.19,1381,1194.0,187.0,13.54,1.8957277335264302
2010,Kit Carson County,Burlington,63,10600,4253,3184,1069,2.37,1468,1342.0,126.0,8.59,2.1689373297002725
2010,El Paso County,Calhan,41,11260,784,784,0,2.51,348,312.0,36.0,10.34,2.2528735632183907
2010,Baca County,Campo,9,11645,109,109,0,2.68,65,41.0,24.0,37.33,1.676923076923077
2010,Fremont County,Canon City,43,11810,16391,14817,1574,2.19,7449,6773.0,676.0,9.07,1.9891260571888845
2010,Garfield County,Carbonate,45,12030,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2010,Garfield County,Carbondale,45,12045,6398,6293,105,2.86,2426,2203.0,223.0,9.2,2.593981863149217
2010,Douglas County,Castle Pines,35,12387,10384,10376,8,2.97,3637,3498.0,139.0,3.82,2.8529007423700854
2010,Douglas County,Castle Rock,35,12415,48580,48037,543,2.86,17697,16781.0,916.0,5.18,2.7144148725772728
2010,Delta County,Cedaredge,29,12635,2248,2248,0,2.11,1180,1066.0,114.0,9.66,1.9050847457627118
2010,Arapahoe County,Centennial,5,12815,100555,98854,1701,2.63,38801,37517.0,1284.0,3.31,2.5477178423236513
2010,Rio Grande County,Center (Part),105,12855,218,218,0,4.49,53,49.0,4.0,8.33,4.113207547169812
2010,Saguache County,Center (Part),109,12855,2011,2011,0,2.93,807,686.0,121.0,14.96,2.4919454770755887
2010,Clear Creek County,Central City (Part),19,12910,0,0,0,0.0,0,0.0,0.0,0.0,0.0
2010,Gilpin County,Central City (Part),47,12910,668,668,0,1.92,493,348.0,145.0,29.45,1.354969574036511
2010,Otero County,Cheraw,89,13460,252,252,0,2.87,100,88.0,12.0,12.17,2.52
2010,Arapahoe County,Cherry Hills Village,5,13845,6019,6019,0,2.97,2160,2028.0,132.0,6.11,2.786574074074074
2010,Cheyenne County,Cheyenne Wells,17,14175,845,818,27,2.26,407,361.0,46.0,11.19,2.0098280098280097
2010,Mineral County,City of Creede,79,14765,287,287,0,2.18,226,131.0,95.0,41.85,1.2699115044247788
2010,Fremont County,Coal Creek,43,15330,343,343,0,2.51,155,137.0,18.0,11.88,2.2129032258064516
2010,Las Animas County,Cokedale,71,15550,128,128,0,2.64,86,48.0,38.0,43.62,1.4883720930232558
2010,Mesa County,Collbran,77,15605,704,469,235,2.51,221,187.0,34.0,15.38,2.1221719457013575
2010,El Paso County,Colorado Springs,41,16000,420691,412154,8537,2.44,180264,169165.0,11099.0,6.16,2.2863910708738295
2010,Arapahoe County,Columbine Valley,5,16385,1258,1258,0,2.56,530,492.0,38.0,7.17,2.3735849056603775
2010,Adams County,Commerce City,1,16495,46142,45791,351,3.15,15484,14552.0,932.0,6.02,2.95731077241023
2010,Montezuma County,Cortez,83,17375,8484,8358,126,2.33,3889,3592.0,297.0,7.64,2.149138596040113
2010,Moffat County,Craig,81,17760,9468,9369,99,2.53,3999,3710.0,289.0,7.22,2.3428357089272316
2010,Delta County,Crawford,29,17925,430,430,0,2.39,212,180.0,32.0,15.09,2.0283018867924527
2010,Gunnison County,Crested Butte,51,18310,1482,1482,0,2.05,1069,723.0,346.0,32.37,1.3863423760523854
2010,Saguache County,Crestone,109,18420,154,154,0,3.11,78,50.0,28.0,36.52,1.9743589743589745
2010,Teller County,Cripple Creek,119,18530,1193,1193,0,2.15,727,554.0,173.0,23.8,1.640990371389271
2010,Logan County,Crook,75,18640,110,110,0,1.98,74,56.0,18.0,25.0,1.4864864864864864
2010,Crowley County,Crowley,25,18750,177,177,0,2.43,81,73.0,8.0,10.23,2.185185185185185
2010,Weld County,Dacono,123,19080,4176,4176,0,2.85,1560,1467.0,93.0,5.96,2.6769230769230767
2010,Mesa County,De Beque,77,19355,500,498,2,2.65,222,188.0,34.0,15.32,2.2432432432432434
2010,Arapahoe County,Deer Trail,5,19630,547,547,0,2.38,274,230.0,44.0,16.06,1.9963503649635037
2010,Rio Grande County,Del Norte,105,19795,1688,1647,41,2.57,799,641.0,158.0,19.74,2.0613266583229035
2010,Delta County,Delta,29,19850,8897,8761,136,2.49,3826,3523.0,303.0,7.92,2.2898588604286463
2010,Denver County,Denver,31,20000,604879,588898,15981,2.22,287392,265233.0,22159.0,7.71,2.0491106224251197
2010,Summit County,Dillon,117,20440,906,906,0,1.99,1290,456.0,834.0,64.65,0.7023255813953488
2010,Moffat County,Dinosaur,81,20495,339,339,0,3.12,145,109.0,36.0,25.14,2.3379310344827586
2010,Montezuma County,Dolores,83,20770,936,927,9,2.21,488,420.0,68.0,13.97,1.8995901639344261
2010,Dolores County,Dove Creek,33,21265,734,734,0,2.58,331,284.0,47.0,14.17,2.217522658610272
2010,La Plata County,Durango,67,22035,16889,15267,1622,2.18,7851,7018.0,833.0,10.61,1.9445930454719145
2010,Kiowa County,Eads,61,22145,609,595,14,2.06,355,288.0,67.0,18.75,1.676056338028169
2010,Eagle County,Eagle,37,22200,6483,6429,54,2.91,2456,2211.0,245.0,9.98,2.617671009771987
2010,Weld County,Eaton,123,22860,4380,4380,0,2.69,1699,1627.0,72.0,4.24,2.577987051206592
2010,Yuma County,Eckley,125,23025,257,257,0,2.83,109,91.0,18.0,16.67,2.3577981651376145
2010,Jefferson County,Edgewater,59,23135,5177,5177,0,2.3,2436,2249.0,187.0,7.68,2.1252052545155995
2010,Elbert County,Elizabeth,39,23740,1358,1358,0,2.78,531,489.0,42.0,7.91,2.5574387947269304
2010,Clear Creek County,Empire,19,24620,283,283,0,1.68,199,168.0,31.0,15.46,1.4221105527638191
2010,Arapahoe County,Englewood,5,24785,30292,30001,291,2.08,15478,14393.0,1085.0,7.01,1.9382995219020545
2010,Boulder County,Erie (Part),13,24950,8428,8428,0,2.97,2895,2837.0,58.0,2.0,2.9112262521588947
2010,Weld County,Erie (Part),123,24950,10004,10004,0,2.8,3782,3568.0,214.0,5.66,2.6451612903225805
2010,Larimer County,Estes Park,69,25115,5865,5828,37,2.08,4113,2799.0,1314.0,31.95,1.4169705810843667
2010,Weld County,Evans,123,25280,18628,18624,4,2.94,6776,6325.0,451.0,6.66,2.7485242030696577
2010,Park County,Fairplay,93,25610,683,683,0,2.28,398,300.0,98.0,24.69,1.7160804020100502
2010,Adams County,Federal Heights,1,26270,11506,11506,0,2.59,4878,4451.0,427.0,8.75,2.358753587535875
2010,Weld County,Firestone,123,26600,10174,10174,0,3.08,3499,3303.0,196.0,5.6,2.9076879108316662
2010,Kit Carson County,Flagler,63,26765,561,561,0,2.21,309,253.0,56.0,17.99,1.8155339805825244
2010,Logan County,Fleming,75,26875,408,408,0,2.52,200,162.0,38.0,19.12,2.04
2010,Fremont County,Florence,43,27040,3877,3786,91,2.46,1704,1537.0,167.0,9.78,2.221830985915493
2010,Larimer County,Fort Collins,69,27425,144461,137376,7085,2.37,60733,58030.0,2703.0,4.45,2.2619663115604367
2010,Weld County,Fort Lupton,123,27700,7397,7397,0,3.09,2534,2397.0,137.0,5.41,2.9191002367797947
2010,Morgan County,Fort Morgan,87,27810,11326,11135,191,2.79,4266,3992.0,274.0,6.43,2.6101734646038444
2010,El Paso County,Fountain,41,27865,26313,26313,0,2.96,9497,8882.0,615.0,6.48,2.7706644203432664
2010,Otero County,Fowler,89,27975,1182,1145,37,2.12,614,541.0,73.0,11.89,1.8648208469055374
2010,Arapahoe County,Foxfield,5,28105,689,674,15,2.77,254,243.0,11.0,4.33,2.6535433070866143
2010,Grand County,Fraser,49,28305,1217,1212,5,1.85,1334,654.0,680.0,51.0,0.9085457271364318
2010,Weld County,Frederick,123,28360,8702,8702,0,2.94,3070,2958.0,112.0,3.65,2.834527687296417
2010,Summit County,Frisco,117,28690,2694,2694,0,2.07,3123,1303.0,1820.0,58.28,0.8626320845341018
2010,Mesa County,Fruita,77,28745,12680,12472,208,2.64,5125,4732.0,393.0,7.67,2.433560975609756
2010,Weld County,Garden City,123,29185,235,235,0,2.12,128,111.0,17.0,13.28,1.8359375
2010,Lincoln County,Genoa,73,29680,139,139,0,3.68,52,38.0,14.0,27.38,2.673076923076923
2010,Clear Creek County,Georgetown,19,29735,1056,970,86,2.01,724,483.0,241.0,33.25,1.339779005524862
2010,Weld County,Gilcrest,123,29955,1037,1037,0,3.19,346,325.0,21.0,6.07,2.9971098265895955
2010,Arapahoe County,Glendale,5,30340,4189,4189,0,1.77,2649,2373.0,276.0,10.42,1.5813514533786335
2010,Garfield County,Glenwood Springs,45,30780,9576,9399,177,2.5,4118,3766.0,352.0,8.55,2.2824186498300145
2010,Jefferson County,Golden,59,30835,18929,16596,2333,2.24,7767,7422.0,345.0,4.44,2.1367323290845888
2010,Prowers County,Granada,99,31550,516,516,0,3.32,203,155.0,48.0,23.46,2.541871921182266
2010,Grand County,Granby,49,31605,1858,1858,0,2.58,1427,720.0,707.0,49.51,1.3020322354590048
2010,Mesa County,Grand Junction,77,31660,59426,55749,3677,2.29,26419,24341.0,2078.0,7.87,2.1101858510920173
2010,Grand County,Grand Lake,49,31715,469,466,3,2.53,712,184.0,528.0,74.13,0.6544943820224719
2010,Weld County,Greeley,123,32155,93156,88303,4853,2.63,36335,33528.0,2807.0,7.73,2.430246318976194
2010,El Paso County,Green Mtn. Falls (Part),41,32650,784,760,24,1.99,558,381.0,177.0,31.72,1.3620071684587813
2010,Teller County,Green Mtn. Falls (Part),119,32650,28,28,0,1.87,33,15.0,18.0,54.55,0.8484848484848485
2010,Arapahoe County,Greenwood Village,5,33035,13942,13889,53,2.4,6301,5776.0,525.0,8.33,2.2042532931280747
2010,Weld County,Grover,123,33310,137,137,0,2.21,90,62.0,28.0,31.11,1.5222222222222221
2010,Gunnison County,Gunnison,51,33640,5873,5113,760,2.2,2664,2327.0,337.0,12.65,1.9192942942942943
2010,Eagle County,Gypsum,37,33695,6472,6472,0,3.23,2207,2002.0,205.0,9.27,2.932487539646579
2010,Prowers County,Hartman,99,34520,81,81,0,3.47,32,23.0,9.0,27.08,2.53125
2010,Kiowa County,Haswell,61,34740,68,68,0,2.35,36,29.0,7.0,19.51,1.8888888888888888
2010,Phillips County,Haxtun,95,34960,950,930,20,2.38,478,391.0,87.0,18.27,1.9456066945606694
2010,Routt County,Hayden,107,35070,1805,1805,0,2.46,807,735.0,72.0,8.92,2.2366790582403966
2010,Morgan County,Hillrose,87,36610,264,264,0,2.45,127,108.0,19.0,15.32,2.078740157480315
2010,Prowers County,Holly,99,37215,801,757,44,2.73,354,277.0,77.0,21.78,2.138418079096045
2010,Phillips County,Holyoke,95,37270,2325,2285,40,2.56,973,892.0,81.0,8.33,2.3484069886947583
2010,Alamosa County,Hooper,3,37380,103,103,0,2.34,62,44.0,18.0,29.03,1.6612903225806452
2010,Delta County,Hotchkiss,29,37545,942,942,0,2.24,471,421.0,50.0,10.62,2.0
2010,Grand County,Hot Sulphur Springs,49,37600,661,628,33,2.75,281,228.0,53.0,18.71,2.2348754448398576
2010,Weld County,Hudson,123,37820,2360,1489,871,2.91,557,512.0,45.0,8.08,2.673249551166966
2010,Lincoln County,Hugo,73,37875,730,639,91,2.38,358,269.0,89.0,24.88,1.7849162011173185
2010,Clear Creek County,Idaho Sprgs,19,38370,1750,1720,30,2.12,913,810.0,103.0,11.24,1.8838992332968236
2010,La Plata County,Ignacio,67,38535,699,699,0,2.49,308,281.0,27.0,8.77,2.2694805194805197
2010,Logan County,Iliff,75,38590,266,266,0,2.84,113,94.0,19.0,17.19,2.353982300884956
2010,Boulder County,Jamestown,13,39195,274,274,0,2.09,141,131.0,10.0,7.09,1.9432624113475176
2010,Larimer County,Johnstown (Part),69,39855,624,624,0,2.39,316,261.0,55.0,17.41,1.9746835443037976
2010,Weld County,Johnstown (Part),123,39855,9473,9473,0,2.99,3316,3172.0,144.0,4.34,2.8567551266586246
2010,Sedgwick County,Julesburg,115,39965,1219,1184,35,2.19,697,541.0,156.0,22.33,1.6987087517934003
2010,Weld County,Keenesburg,123,40185,1130,1121,9,2.55,463,439.0,24.0,5.18,2.4211663066954645
2010,Weld County,Kersey,123,40515,1458,1458,0,2.95,531,495.0,36.0,6.78,2.7457627118644066
2010,Las Animas County,Kim,71,40570,73,73,0,1.64,55,44.0,11.0,19.15,1.3272727272727274
2010,Elbert County,Kiowa,39,40790,723,688,35,2.46,322,280.0,42.0,13.04,2.1366459627329193
2010,Cheyenne County,Kit Carson,17,41010,233,218,15,2.55,133,86.0,47.0,35.62,1.6390977443609023
2010,Grand County,Kremmling,49,41560,1440,1436,4,2.65,616,542.0,74.0,12.07,2.331168831168831
2010,Boulder County,Lafayette,13,41835,24545,24515,30,2.54,10023,9668.0,355.0,3.54,2.4458744886760453
2010,Conejos County,La Jara,21,42055,820,815,5,2.82,327,289.0,38.0,11.55,2.492354740061162
2010,Otero County,La Junta,89,42110,7079,6796,283,2.38,3349,2858.0,491.0,14.67,2.029262466407883
2010,Hinsdale County,Lake City,53,42330,408,408,0,2.21,431,185.0,246.0,57.14,0.9466357308584686
2010,Jefferson County,Lakeside,59,42495,8,8,0,1.0,10,8.0,2.0,20.0,0.8
2010,Jefferson County,Lakewood,59,43000,143294,141123,2171,2.27,65822,62124.0,3698.0,5.62,2.1440096016529426
2010,Prowers County,Lamar,99,43110,7792,7527,265,2.58,3455,2919.0,536.0,15.52,2.1785817655571633
2010,Douglas County,Larkspur,35,43550,183,183,0,2.26,90,81.0,9.0,10.0,2.033333333333333
2010,Weld County,La Salle,123,43605,1960,1960,0,2.8,746,701.0,45.0,6.03,2.6273458445040214
2010,Bent County,Las Animas,11,43660,2413,2335,78,2.39,1178,975.0,203.0,17.22,1.9821731748726656
2010,Huerfano County,La Veta,55,44100,793,793,0,1.93,567,411.0,156.0,27.51,1.398589065255732
2010,Lake County,Leadville,65,44320,2592,2537,55,2.12,1674,1197.0,477.0,28.49,1.515531660692951
2010,Lincoln County,Limon,73,44980,1883,1883,0,2.36,927,797.0,130.0,14.0,2.0312837108953614
2010,Arapahoe County,Littleton (Part),5,45255,39510,39019,491,2.22,18679,17597.0,1082.0,5.79,2.0889233899031
2010,Douglas County,Littleton (Part),35,45255,28,28,0,1.87,17,15.0,2.0,11.76,1.6470588235294117
2010,Jefferson County,Littleton (Part),59,45255,2393,2393,0,3.04,805,786.0,19.0,2.36,2.972670807453416
2010,Adams County,Lochbuie (Part),1,45530,2,2,0,2.0,1,1.0,0.0,0.0,2.0
2010,Weld County,Lochbuie (Part),123,45530,4801,4801,0,2.9,1785,1657.0,128.0,7.17,2.689635854341737
2010,Morgan County,Log Lane Village,87,45695,874,874,0,3.01,332,290.0,42.0,12.54,2.6325301204819276
2010,Douglas County,Lone Tree,35,45955,10270,10270,0,2.54,4238,4044.0,194.0,4.58,2.423312883435583
2010,Boulder County,Longmont (Part),13,45970,86486,85863,623,2.58,35057,33340.0,1717.0,4.9,2.4492398094531764
2010,Weld County,Longmont (Part),123,45970,40,24,16,1.71,19,14.0,5.0,26.32,1.263157894736842
2010,Boulder County,Louisville,13,46355,18406,18273,133,2.42,7896,7549.0,347.0,4.39,2.314209726443769
2010,Larimer County,Loveland,69,46465,67000,66490,510,2.44,28627,27211.0,1416.0,4.95,2.322632479826737
2010,Boulder County,Lyons,13,47070,2037,2037,0,2.36,905,863.0,42.0,4.64,2.250828729281768
2010,Conejos County,Manassa,21,48060,994,994,0,2.99,385,332.0,53.0,13.65,2.581818181818182
2010,Montezuma County,Mancos,83,48115,1337,1264,73,2.58,547,490.0,57.0,10.34,2.3107861060329067
2010,El Paso County,Manitou Springs,41,48445,5022,4989,33,1.98,2800,2519.0,281.0,10.04,1.7817857142857143
2010,Otero County,Manzanola,89,48500,434,434,0,2.98,177,146.0,31.0,17.68,2.4519774011299433
2010,Gunnison County,Marble,51,48555,131,131,0,2.43,105,54.0,51.0,48.57,1.2476190476190476
2010,Weld County,Mead,123,49600,3434,3434,0,2.93,1222,1174.0,48.0,3.93,2.8101472995090018
2010,Rio Blanco County,Meeker,103,49875,2452,2409,43,2.54,1151,947.0,204.0,17.72,2.092962641181581
2010,Logan County,Merino,75,50040,284,284,0,2.54,124,112.0,12.0,10.0,2.2903225806451615
2010,Weld County,Milliken,123,50480,5628,5628,0,3.01,1979,1867.0,112.0,5.66,2.8438605356240525
2010,Eagle County,Minturn,37,50920,1027,1027,0,2.48,523,414.0,109.0,20.75,1.9636711281070747
2010,Saguache County,Moffat,109,51250,116,116,0,2.49,64,47.0,17.0,27.14,1.8125
2010,Rio Grande County,Monte Vista,105,51635,4451,4397,54,2.55,1905,1726.0,179.0,9.38,2.3081364829396325
2010,Summit County,Montezuma,117,51690,65,65,0,2.6,55,25.0,30.0,54.55,1.1818181818181819
2010,Montrose County,Montrose,85,51745,19179,18731,448,2.37,8697,7892.0,805.0,9.26,2.1537311716683916
2010,El Paso County,Monument,41,51800,5564,5564,0,3.07,1887,1813.0,74.0,3.92,2.9485956544780074
2010,Jefferson County,Morrison,59,52075,428,282,146,2.07,141,136.0,5.0,3.55,2.0
2010,Jefferson County,Mountain View,59,52350,508,508,0,1.96,278,259.0,19.0,6.83,1.8273381294964028
2010,San Miguel County,Mountain Village,113,52550,1313,1313,0,2.23,1626,588.0,1038.0,63.84,0.8075030750307504
2010,Gunnison County,Mount Crested Butte,51,52570,798,798,0,2.0,1510,399.0,1111.0,73.58,0.528476821192053
2010,Montrose County,Naturita,85,53120,543,543,0,2.58,264,211.0,53.0,20.25,2.0568181818181817
2010,Boulder County,Nederland,13,53175,1447,1442,5,2.19,749,658.0,91.0,12.15,1.925233644859813
2010,Garfield County,New Castle,45,53395,4497,4497,0,2.96,1668,1518.0,150.0,8.96,2.696043165467626
2010,Adams County,Northglenn (Part),1,54330,35883,35754,129,2.64,14263,13524.0,739.0,5.18,2.5067657575545117
2010,Weld County,Northglenn (Part),123,54330,12,12,0,1.5,11,8.0,3.0,27.27,1.0909090909090908
2010,San Miguel County,Norwood,113,54880,517,517,0,2.55,236,203.0,33.0,14.0,2.190677966101695
2010,Montrose County,Nucla,85,54935,707,707,0,2.85,298,248.0,50.0,16.89,2.37248322147651
2010,Weld County,Nunn,123,55045,417,417,0,2.51,197,166.0,31.0,15.74,2.116751269035533
2010,Routt County,Oak Creek,107,55155,882,882,0,2.4,479,367.0,112.0,23.29,1.8413361169102296
2010,Montrose County,Olathe,85,55540,1838,1770,68,3.15,609,562.0,47.0,7.73,2.9064039408866993
2010,Crowley County,Olney Springs,25,55705,347,347,0,2.63,156,132.0,24.0,15.53,2.2243589743589745
2010,San Miguel County,Ophir,113,55870,180,180,0,2.33,84,77.0,7.0,8.22,2.142857142857143
2010,Delta County,Orchard City,29,55980,3114,3059,55,2.34,1418,1306.0,112.0,7.9,2.1572637517630464
2010,Crowley County,Ordway,25,56145,1085,1050,35,2.44,517,430.0,87.0,16.85,2.0309477756286265
2010,Washington County,Otis,121,56365,458,458,0,2.55,228,179.0,49.0,21.37,2.008771929824561
2010,Ouray County,Ouray,91,56420,1003,1003,0,2.19,802,458.0,344.0,42.89,1.2506234413965087
2010,Sedgwick County,Ovid,115,56475,316,316,0,2.47,162,128.0,34.0,21.02,1.9506172839506173
2010,Archuleta County,Pagosa Springs,7,56860,1724,1658,66,2.32,945,715.0,230.0,24.34,1.7544973544973546
2010,Mesa County,Palisade,77,56970,2721,2606,115,2.21,1278,1178.0,100.0,7.82,2.0391236306729263
2010,El Paso County,Palmer Lake,41,57025,2433,2430,3,2.53,1080,960.0,120.0,11.11,2.25
2010,Phillips County,Paoli,95,57245,34,34,0,2.33,21,15.0,6.0,30.43,1.619047619047619
2010,Delta County,Paonia,29,57300,1450,1413,37,2.15,744,657.0,87.0,11.69,1.8991935483870968
2010,Garfield County,Parachute,45,57400,1084,1084,0,2.94,537,368.0,169.0,31.42,2.0186219739292364
2010,Douglas County,Parker,35,57630,45489,45451,38,2.84,16574,15981.0,593.0,3.58,2.7423072281887295
2010,Logan County,Peetz,75,58235,238,238,0,2.48,105,96.0,9.0,8.49,2.2666666666666666
2010,Weld County,Pierce,123,59005,836,836,0,2.67,337,313.0,24.0,7.12,2.4807121661721068
2010,Gunnison County,Pitkin,51,59830,66,66,0,1.94,214,34.0,180.0,84.11,0.308411214953271
2010,Weld County,Platteville,123,60160,2492,2492,0,2.88,937,865.0,72.0,7.68,2.6595517609391677
2010,Chaffee County,Poncha Springs,15,60600,736,736,0,2.3,362,320.0,42.0,11.6,2.0331491712707184
2010,Baca County,Pritchett,9,61315,140,140,0,2.82,65,50.0,15.0,23.68,2.1538461538461537
2010,Pueblo County,Pueblo,101,62000,106881,102836,4045,2.37,47653,43411.0,4242.0,8.9,2.158017333641114
2010,El Paso County,Ramah,41,62660,124,124,0,2.21,68,56.0,12.0,17.65,1.8235294117647058
2010,Rio Blanco County,Rangely,103,62880,2349,2162,187,2.3,1089,942.0,147.0,13.5,1.985307621671258
2010,Weld County,Raymer,123,63045,96,96,0,2.59,55,37.0,18.0,32.73,1.7454545454545454
2010,Eagle County,Red Cliff,37,63265,266,266,0,2.72,118,98.0,20.0,17.02,2.2542372881355934
2010,Dolores County,Rico,33,64090,264,264,0,2.03,219,130.0,89.0,40.48,1.2054794520547945
2010,Ouray County,Ridgway,91,64200,925,925,0,2.29,511,404.0,107.0,20.94,1.8101761252446185
2010,Garfield County,Rifle,45,64255,9137,9002,135,2.75,3696,3268.0,428.0,11.57,2.4356060606060606
2010,Fremont County,Rockvale,43,64970,487,487,0,2.31,237,211.0,26.0,11.01,2.0548523206751055
2010,Otero County,Rocky Ford,89,65190,3958,3888,70,2.42,1854,1607.0,247.0,13.32,2.0970873786407767
2010,Conejos County,Romeo,21,65740,405,405,0,4.09,117,99.0,18.0,15.38,3.4615384615384617
2010,Pueblo County,Rye,101,66895,153,153,0,2.15,115,71.0,44.0,38.26,1.3304347826086957
2010,Saguache County,Saguache,109,67005,485,467,18,2.08,327,225.0,102.0,31.3,1.4281345565749235
2010,Chaffee County,Salida,15,67280,5239,5064,175,2.01,2901,2516.0,385.0,13.27,1.7456049638055844
2010,Conejos County,Sanford,21,67830,881,881,0,3.07,328,287.0,41.0,12.57,2.6859756097560976
2010,Costilla County,San Luis,23,68105,624,624,0,2.55,332,245.0,87.0,26.18,1.8795180722891567
2010,San Miguel County,Sawpit,113,68655,40,40,0,3.19,16,13.0,3.0,21.74,2.5
2010,Sedgwick County,Sedgwick,115,68930,145,145,0,1.9,112,76.0,36.0,31.82,1.2946428571428572
2010,Kit Carson County,Seibert,63,69040,181,181,0,3.35,75,54.0,21.0,27.97,2.4133333333333336
2010,Weld County,Severance,123,69150,3174,3174,0,2.86,1161,1108.0,53.0,4.57,2.7338501291989665
2010,Arapahoe County,Sheridan,5,69645,5671,5671,0,2.54,2455,2232.0,223.0,9.08,2.309979633401222
2010,Kiowa County,Sheridan Lake,61,69700,88,88,0,3.53,37,25.0,12.0,32.56,2.3783783783783785
2010,Garfield County,Silt,45,70195,2917,2917,0,2.82,1136,1036.0,100.0,8.82,2.567781690140845
2010,Custer County,Silver Cliff,27,70250,610,610,0,2.16,369,282.0,87.0,23.51,1.6531165311653115
2010,Clear Creek County,Silver Plume,19,70360,170,170,0,2.01,146,85.0,61.0,42.07,1.1643835616438356
2010,Summit County,Silverthorne,117,70525,3904,3902,2,2.68,2066,1457.0,609.0,29.48,1.888673765730881
2010,San Juan County,Silverton,111,70580,646,646,0,2.0,500,323.0,177.0,35.33,1.292
2010,Elbert County,Simla,39,70635,618,588,30,2.66,266,221.0,45.0,16.92,2.210526315789474
2010,Pitkin County,Snowmass Village,97,71755,2826,2816,10,2.12,2355,1327.0,1028.0,43.65,1.1957537154989384
