Year,County,Place,CFIPS,PFIPS,Total Population,Household Population,Group Quarters Population,Household Size,Total Housing Units,Occupied Housing Units,Vacant Housing Units,Vacancy Percent,Household Pop to Housing Units Ratio
2021,Logan County,Merino,75,50040,283,283,0,2.39,126,657.5,98.0,11.395,2.246031746031746
2021,Weld County,Milliken,123,50480,8744,8744,0,2.39,2971,657.5,98.0,11.395,2.943116795691686
2021,Eagle County,Minturn,37,50920,1027,1027,0,2.39,563,657.5,98.0,11.395,1.8241563055062167
2021,Saguache County,Moffat,109,51250,109,109,0,2.39,64,657.5,98.0,11.395,1.703125
2021,Rio Grande County,Monte Vista,105,51635,4189,4164,25,2.39,1964,657.5,98.0,11.395,2.120162932790224
2021,Summit County,Montezuma,117,51690,73,73,0,2.39,57,657.5,98.0,11.395,1.280701754385965
2021,Montrose County,Montrose,85,51745,20723,20389,334,2.39,9718,657.5,98.0,11.395,2.0980654455649312
2021,El Paso County,Monument,41,51800,10706,10706,0,2.39,3986,657.5,98.0,11.395,2.6859006522829905
2021,Jefferson County,Morrison,59,52075,402,269,133,2.39,131,657.5,98.0,11.395,2.053435114503817
2021,Jefferson County,Mountain View,59,52350,539,539,0,2.39,275,657.5,98.0,11.395,1.96
2021,San Miguel County,Mountain Village,113,52550,1264,1264,0,2.39,1716,657.5,98.0,11.395,0.7365967365967366
2021,Gunnison County,Mount Crested Butte,51,52570,951,951,0,2.39,1407,657.5,98.0,11.395,0.67590618336887
2021,Montrose County,Naturita,85,53120,484,484,0,2.39,261,657.5,98.0,11.395,1.8544061302681993
2021,Boulder County,Nederland,13,53175,1471,1464,7,2.39,779,657.5,98.0,11.395,1.8793324775353017
2021,Garfield County,New Castle,45,53395,4938,4938,0,2.39,1903,657.5,98.0,11.395,2.5948502364687336
2021,Adams County,Northglenn (Part),1,54330,38030,37779,251,2.39,14600,657.5,98.0,11.395,2.5876027397260275
2021,Weld County,Northglenn (Part),123,54330,25,25,0,2.39,8,657.5,98.0,11.395,3.125
2021,San Miguel County,Norwood,113,54880,536,536,0,2.39,254,657.5,98.0,11.395,2.1102362204724407
2021,Montrose County,Nucla,85,54935,583,583,0,2.39,309,657.5,98.0,11.395,1.8867313915857604
2021,Weld County,Nunn,123,55045,519,519,0,2.39,212,657.5,98.0,11.395,2.44811320754717
2021,Routt County,Oak Creek,107,55155,864,864,0,2.39,484,657.5,98.0,11.395,1.7851239669421488
2021,Montrose County,Olathe,85,55540,1992,1666,326,2.39,617,657.5,98.0,11.395,2.700162074554295
2021,Crowley County,Olney Springs,25,55705,323,323,0,2.39,155,657.5,98.0,11.395,2.0838709677419356
2021,San Miguel County,Ophir,113,55870,198,198,0,2.39,82,657.5,98.0,11.395,2.4146341463414633
2021,Delta County,Orchard City,29,55980,3202,3149,53,2.39,1478,657.5,98.0,11.395,2.1305818673883627
2021,Crowley County,Ordway,25,56145,1104,1065,39,2.39,526,657.5,98.0,11.395,2.0247148288973382
2021,Washington County,Otis,121,56365,517,517,0,2.39,235,657.5,98.0,11.395,2.2
2021,Ouray County,Ouray,91,56420,908,908,0,2.39,758,657.5,98.0,11.395,1.1978891820580475
2021,Sedgwick County,Ovid,115,56475,263,263,0,2.39,164,657.5,98.0,11.395,1.603658536585366
2021,Archuleta County,Pagosa Springs,7,56860,1642,1604,38,2.39,997,657.5,98.0,11.395,1.608826479438315
2021,Mesa County,Palisade,77,56970,2566,2507,59,2.39,1271,657.5,98.0,11.395,1.972462627852085
2021,El Paso County,Palmer Lake,41,57025,2654,2654,0,2.39,1177,657.5,98.0,11.395,2.2548853016142734
2021,Phillips County,Paoli,95,57245,51,51,0,2.39,23,657.5,98.0,11.395,2.217391304347826
2021,Delta County,Paonia,29,57300,1472,1407,65,2.39,754,657.5,98.0,11.395,1.8660477453580901
2021,Garfield County,Parachute,45,57400,1391,1390,1,2.39,543,657.5,98.0,11.395,2.559852670349908
2021,Douglas County,Parker,35,57630,60461,60151,310,2.39,22210,657.5,98.0,11.395,2.7082845565060785
2021,Logan County,Peetz,75,58235,213,213,0,2.39,106,657.5,98.0,11.395,2.009433962264151
2021,Weld County,Pierce,123,59005,1102,1102,0,2.39,430,657.5,98.0,11.395,2.562790697674419
2021,Gunnison County,Pitkin,51,59830,72,72,0,2.39,170,657.5,98.0,11.395,0.4235294117647059
2021,Weld County,Platteville,123,60160,2941,2941,0,2.39,1034,657.5,98.0,11.395,2.844294003868472
2021,Chaffee County,Poncha Springs,15,60600,1100,1100,0,2.39,591,657.5,98.0,11.395,1.8612521150592216
2021,Baca County,Pritchett,9,61315,111,111,0,2.39,65,657.5,98.0,11.395,1.7076923076923076
2021,Pueblo County,Pueblo,101,62000,112096,109114,2982,2.39,49252,657.5,98.0,11.395,2.2154227239502964
2021,El Paso County,Ramah,41,62660,111,111,0,2.39,63,657.5,98.0,11.395,1.7619047619047619
2021,Rio Blanco County,Rangely,103,62880,2244,2097,147,2.39,1119,657.5,98.0,11.395,1.873994638069705
2021,Weld County,Raymer,123,63045,109,109,0,2.39,48,657.5,98.0,11.395,2.2708333333333335
2021,Eagle County,Red Cliff,37,63265,255,255,0,2.39,137,657.5,98.0,11.395,1.8613138686131387
2021,Dolores County,Rico,33,64090,300,300,0,2.39,231,657.5,98.0,11.395,1.2987012987012987
2021,Ouray County,Ridgway,91,64200,1241,1241,0,2.39,649,657.5,98.0,11.395,1.9121725731895223
2021,Garfield County,Rifle,45,64255,10537,10390,147,2.39,3831,657.5,98.0,11.395,2.7120856173322894
2021,Fremont County,Rockvale,43,64970,531,531,0,2.39,258,657.5,98.0,11.395,2.058139534883721
2021,Otero County,Rocky Ford,89,65190,3853,3751,102,2.39,1854,657.5,98.0,11.395,2.02319309600863
2021,Conejos County,Romeo,21,65740,305,305,0,2.39,128,657.5,98.0,11.395,2.3828125
2021,Pueblo County,Rye,101,66895,206,206,0,2.39,116,657.5,98.0,11.395,1.7758620689655173
2021,Saguache County,Saguache,109,67005,534,525,9,2.39,327,657.5,98.0,11.395,1.6055045871559632
2021,Chaffee County,Salida,15,67280,5798,5728,70,2.39,3384,657.5,98.0,11.395,1.6926713947990544
2021,Conejos County,Sanford,21,67830,897,897,0,2.39,350,657.5,98.0,11.395,2.5628571428571427
2021,Costilla County,San Luis,23,68105,624,612,12,2.39,344,657.5,98.0,11.395,1.7790697674418605
2021,San Miguel County,Sawpit,113,68655,38,38,0,2.39,18,657.5,98.0,11.395,2.111111111111111
2021,Sedgwick County,Sedgwick,115,68930,167,167,0,2.39,112,657.5,98.0,11.395,1.4910714285714286
2021,Kit Carson County,Seibert,63,69040,171,171,0,2.39,101,657.5,98.0,11.395,1.693069306930693
2021,Weld County,Severance,123,69150,9872,9872,0,2.39,3315,657.5,98.0,11.395,2.977978883861237
2021,Arapahoe County,Sheridan,5,69645,6021,6021,0,2.39,2632,657.5,98.0,11.395,2.287613981762918
2021,Kiowa County,Sheridan Lake,61,69700,55,55,0,2.39,38,657.5,98.0,11.395,1.4473684210526316
2021,Garfield County,Silt,45,70195,3582,3582,0,2.39,1242,657.5,98.0,11.395,2.8840579710144927
2021,Custer County,Silver Cliff,27,70250,650,650,0,2.39,414,657.5,98.0,11.395,1.570048309178744
2021,Clear Creek County,Silver Plume,19,70360,205,199,6,2.39,147,657.5,98.0,11.395,1.3537414965986394
2021,Summit County,Silverthorne,117,70525,4642,4619,23,2.39,2743,657.5,98.0,11.395,1.6839227123587313
2021,San Juan County,Silverton,111,70580,654,654,0,2.39,528,657.5,98.0,11.395,1.2386363636363635
2021,Elbert County,Simla,39,70635,608,587,21,2.39,257,657.5,98.0,11.395,2.2840466926070038
2021,Pitkin County,Snowmass Village,97,71755,3097,3087,10,2.39,2618,657.5,98.0,11.395,1.179144385026738
2021,Rio Grande County,South Fork,105,72395,504,504,0,2.39,554,657.5,98.0,11.395,0.9097472924187726
2021,Baca County,Springfield,9,73330,1325,1277,48,2.39,738,657.5,98.0,11.395,1.7303523035230353
2021,Las Animas County,Starkville,71,73715,62,62,0,2.39,41,657.5,98.0,11.395,1.5121951219512195
2021,Routt County,Steamboat Springs,107,73825,13321,13080,241,2.39,10255,657.5,98.0,11.395,1.2754753778644563
2021,Logan County,Sterling,75,73935,13244,10660,2584,2.39,5236,657.5,98.0,11.395,2.035905271199389
2021,Kit Carson County,Stratton,63,74485,640,627,13,2.39,315,657.5,98.0,11.395,1.9904761904761905
2021,Crowley County,Sugar City,25,74815,266,266,0,2.39,149,657.5,98.0,11.395,1.7852348993288591
2021,Boulder County,Superior (Part),13,75640,12974,12974,0,2.39,5078,657.5,98.0,11.395,2.55494289090193
2021,Jefferson County,Superior (Part),59,75640,0,0,0,2.39,0,657.5,98.0,11.395,0.0
2021,Otero County,Swink,89,75970,603,603,0,2.39,286,657.5,98.0,11.395,2.1083916083916083
2021,San Miguel County,Telluride,113,76795,2609,2609,0,2.39,2280,657.5,98.0,11.395,1.1442982456140351
2021,Adams County,Thornton (Part),1,77290,142895,142143,752,2.39,51839,657.5,98.0,11.395,2.742008912208955
2021,Weld County,Thornton (Part),123,77290,0,0,0,2.39,0,657.5,98.0,11.395,0.0
2021,Larimer County,Timnath (Part),69,77510,7281,7281,0,2.39,2689,657.5,98.0,11.395,2.707698029007066
2021,Weld County,Timnath (Part),123,77510,5,5,0,2.39,2,657.5,98.0,11.395,2.5
2021,Las Animas County,Trinidad,71,78610,8342,8129,213,2.39,4301,657.5,98.0,11.395,1.8900255754475703
2021,Baca County,Two Buttes,9,79270,34,34,0,2.39,30,657.5,98.0,11.395,1.1333333333333333
2021,Eagle County,Vail,37,80040,4809,4801,8,2.39,7313,657.5,98.0,11.395,0.6565021195131957
2021,Teller County,Victor,119,80865,378,378,0,2.39,275,657.5,98.0,11.395,1.3745454545454545
2021,Baca County,Vilas,9,81030,97,97,0,2.39,37,657.5,98.0,11.395,2.6216216216216215
2021,Kit Carson County,Vona,63,81690,93,93,0,2.39,61,657.5,98.0,11.395,1.5245901639344261
2021,Jackson County,Walden,57,82130,593,591,2,2.39,351,657.5,98.0,11.395,1.6837606837606838
2021,Huerfano County,Walsenburg,55,82350,3083,3067,16,2.39,1618,657.5,98.0,11.395,1.8955500618046972
2021,Baca County,Walsh,9,82460,540,540,0,2.39,331,657.5,98.0,11.395,1.6314199395770392
2021,Boulder County,Ward,13,82735,128,128,0,2.39,102,657.5,98.0,11.395,1.2549019607843137
2021,Larimer County,Wellington,69,83230,11502,11490,12,2.39,4238,657.5,98.0,11.395,2.711184521000472
2021,Custer County,Westcliffe,27,83450,465,462,3,2.39,332,657.5,98.0,11.395,1.391566265060241
2021,Adams County,Westminster (Part),1,83835,71191,70563,628,2.39,29977,657.5,98.0,11.395,2.353904660239517
2021,Jefferson County,Westminster (Part),59,83835,44526,44455,71,2.39,19577,657.5,98.0,11.395,2.2707769321142157
2021,Jefferson County,Wheat Ridge,59,84440,31888,31277,611,2.39,15915,657.5,98.0,11.395,1.965252906063462
2021,Morgan County,Wiggins,87,84770,1436,1436,0,2.39,640,657.5,98.0,11.395,2.24375
2021,Prowers County,Wiley,99,85045,435,435,0,2.39,195,657.5,98.0,11.395,2.230769230769231
2021,Fremont County,Williamsburg,43,85155,749,740,9,2.39,305,657.5,98.0,11.395,2.4262295081967213
2021,Larimer County,Windsor (Part),69,85485,8150,8150,0,2.39,3386,657.5,98.0,11.395,2.4069698759598346
2021,Weld County,Windsor (Part),123,85485,27170,26876,294,2.39,10687,657.5,98.0,11.395,2.5148311032095068
2021,Grand County,Winter Park,49,85705,1058,1019,39,2.39,2783,657.5,98.0,11.395,0.3661516349263385
2021,Teller County,Woodland Park,119,86090,7973,7952,21,2.39,3677,657.5,98.0,11.395,2.1626325809083493
2021,Yuma County,Wray,125,86310,2339,2191,148,2.39,1004,657.5,98.0,11.395,2.1822709163346614
2021,Routt County,Yampa,107,86475,403,403,0,2.39,207,657.5,98.0,11.395,1.9468599033816425
2021,Yuma County,Yuma,125,86750,3437,3403,34,2.39,1444,657.5,98.0,11.395,2.3566481994459836
2021,Adams County,Unincorp. Area,1,99990,99027,98676,351,2.39,34288,657.5,98.0,11.395,2.8778581427904806
2021,Alamosa County,Unincorp. Area,3,99990,6588,6529,59,2.39,2838,657.5,98.0,11.395,2.3005637773079632
2021,Arapahoe County,Unincorp. Area,5,99990,98464,97828,636,2.39,37912,657.5,98.0,11.395,2.5803967081662798
2021,Archuleta County,Unincorp. Area,7,99990,12170,12116,54,2.39,8690,657.5,98.0,11.395,1.3942462600690448
2021,Baca County,Unincorp. Area,9,99990,1282,1282,0,2.39,711,657.5,98.0,11.395,1.8030942334739803
2021,Bent County,Unincorp. Area,11,99990,3012,1908,1104,2.39,963,657.5,98.0,11.395,1.9813084112149533
2021,Boulder County,Unincorp. Area,13,99990,42733,42354,379,2.39,21006,657.5,98.0,11.395,2.0162810625535563
2021,Chaffee County,Unincorp. Area,15,99990,9860,9015,845,2.39,5703,657.5,98.0,11.395,1.5807469752761705
2021,Cheyenne County,Unincorp. Area,17,99990,733,733,0,2.39,379,657.5,98.0,11.395,1.9340369393139842
2021,Clear Creek County,Unincorp. Area,19,99990,5899,5892,7,2.39,3635,657.5,98.0,11.395,1.6209078404401651
2021,Conejos County,Unincorp. Area,21,99990,4045,3998,47,2.39,2458,657.5,98.0,11.395,1.6265256305939788
2021,Costilla County,Unincorp. Area,23,99990,2661,2661,0,2.39,1931,657.5,98.0,11.395,1.3780424650440186
2021,Crowley County,Unincorp. Area,25,99990,3881,1319,2562,2.39,610,657.5,98.0,11.395,2.1622950819672133
2021,Custer County,Unincorp. Area,27,99990,3949,3949,0,2.39,3580,657.5,98.0,11.395,1.103072625698324
2021,Delta County,Unincorp. Area,29,99990,13869,13672,197,2.39,6789,657.5,98.0,11.395,2.0138459272352334
2021,Dolores County,Unincorp. Area,33,99990,1179,1179,0,2.39,775,657.5,98.0,11.395,1.5212903225806451
2021,Douglas County,Unincorp. Area,35,99990,201651,201102,549,2.39,76982,657.5,98.0,11.395,2.6123249590813438
2021,Eagle County,Unincorp. Area,37,99990,24961,24951,10,2.39,14470,657.5,98.0,11.395,1.7243261921216309
2021,Elbert County,Unincorp. Area,39,99990,23725,23714,11,2.39,8825,657.5,98.0,11.395,2.6871388101983005
2021,El Paso County,Unincorp. Area,41,99990,205038,192630,12408,2.39,69941,657.5,98.0,11.395,2.7541785218970274
2021,Fremont County,Unincorp. Area,43,99990,26114,19937,6177,2.39,10144,657.5,98.0,11.395,1.9653982649842272
2021,Garfield County,Unincorp. Area,45,99990,25008,24566,442,2.39,9947,657.5,98.0,11.395,2.469689353573942
2021,Gilpin County,Unincorp. Area,47,99990,4985,4937,48,2.39,2947,657.5,98.0,11.395,1.6752629793009841
2021,Grand County,Unincorp. Area,49,99990,8449,8301,148,2.39,8672,657.5,98.0,11.395,0.9572186346863468
2021,Gunnison County,Unincorp. Area,51,99990,7737,7709,28,2.39,6585,657.5,98.0,11.395,1.1706909643128323
2021,Hinsdale County,Unincorp. Area,53,99990,350,350,0,2.39,895,657.5,98.0,11.395,0.39106145251396646
2021,Huerfano County,Unincorp. Area,55,99990,2990,2900,90,2.39,2541,657.5,98.0,11.395,1.1412829594647778
2021,Jackson County,Unincorp. Area,57,99990,765,765,0,2.39,844,657.5,98.0,11.395,0.9063981042654028
2021,Jefferson County,Unincorp. Area,59,99990,198754,196901,1853,2.39,81208,657.5,98.0,11.395,2.4246502807605164
2021,Kiowa County,Unincorp. Area,61,99990,657,641,16,2.39,311,657.5,98.0,11.395,2.0610932475884245
2021,Kit Carson County,Unincorp. Area,63,99990,2184,2184,0,2.39,1070,657.5,98.0,11.395,2.041121495327103
2021,Lake County,Unincorp. Area,65,99990,4785,4695,90,2.39,2639,657.5,98.0,11.395,1.7790829859795376
2021,La Plata County,Unincorp. Area,67,99990,33339,33311,28,2.39,17767,657.5,98.0,11.395,1.8748803962402207
2021,Larimer County,Unincorp. Area,69,99990,66725,66217,508,2.39,33331,657.5,98.0,11.395,1.9866490654345805
2021,Las Animas County,Unincorp. Area,71,99990,5221,5035,186,2.39,3310,657.5,98.0,11.395,1.5211480362537764
2021,Lincoln County,Unincorp. Area,73,99990,2286,1584,702,2.39,833,657.5,98.0,11.395,1.9015606242496998
2021,Logan County,Unincorp. Area,75,99990,6542,6452,90,2.39,2822,657.5,98.0,11.395,2.28632175761871
2021,Mesa County,Unincorp. Area,77,99990,73685,73474,211,2.39,31101,657.5,98.0,11.395,2.3624320761390307
2021,Mineral County,Unincorp. Area,79,99990,662,662,0,2.39,1035,657.5,98.0,11.395,0.6396135265700483
2021,Moffat County,Unincorp. Area,81,99990,3975,3974,1,2.39,1926,657.5,98.0,11.395,2.063343717549325
2021,Montezuma County,Unincorp. Area,83,99990,15214,15166,48,2.39,7186,657.5,98.0,11.395,2.1104926245477316
2021,Montrose County,Unincorp. Area,85,99990,19452,19418,34,2.39,8425,657.5,98.0,11.395,2.304807121661721
2021,Morgan County,Unincorp. Area,87,99990,9514,9514,0,2.39,4094,657.5,98.0,11.395,2.323888617489008
2021,Otero County,Unincorp. Area,89,99990,5045,5034,11,2.39,2363,657.5,98.0,11.395,2.130342784595853
2021,Ouray County,Unincorp. Area,91,99990,2902,2902,0,2.39,1984,657.5,98.0,11.395,1.4627016129032258
2021,Park County,Unincorp. Area,93,99990,16703,16677,26,2.39,13734,657.5,98.0,11.395,1.2142857142857142
2021,Phillips County,Unincorp. Area,95,99990,1151,1151,0,2.39,507,657.5,98.0,11.395,2.2702169625246547
2021,Pitkin County,Unincorp. Area,97,99990,6211,6190,21,2.39,3906,657.5,98.0,11.395,1.5847414234511008
2021,Prowers County,Unincorp. Area,99,99990,2539,2531,8,2.39,1209,657.5,98.0,11.395,2.0934656741108353
2021,Pueblo County,Unincorp. Area,101,99990,56664,56411,253,2.39,23533,657.5,98.0,11.395,2.397101941953852
2021,Rio Blanco County,Unincorp. Area,103,99990,1857,1852,5,2.39,1028,657.5,98.0,11.395,1.801556420233463
2021,Rio Grande County,Unincorp. Area,105,99990,5223,5172,51,2.39,3176,657.5,98.0,11.395,1.628463476070529
2021,Routt County,Unincorp. Area,107,99990,8509,8497,12,2.39,5016,657.5,98.0,11.395,1.6939792663476874
2021,Saguache County,Unincorp. Area,109,99990,3799,3792,7,2.39,2476,657.5,98.0,11.395,1.5315024232633279
2021,San Juan County,Unincorp. Area,111,99990,87,87,0,2.39,260,657.5,98.0,11.395,0.3346153846153846
2021,San Miguel County,Unincorp. Area,113,99990,3433,3428,5,2.39,2245,657.5,98.0,11.395,1.5269487750556794
2021,Sedgwick County,Unincorp. Area,115,99990,635,635,0,2.39,365,657.5,98.0,11.395,1.7397260273972603
2021,Summit County,Unincorp. Area,117,99990,16499,15972,527,2.39,16040,657.5,98.0,11.395,0.9957605985037407
2021,Teller County,Unincorp. Area,119,99990,15417,15330,87,2.39,8823,657.5,98.0,11.395,1.7375042502550153
2021,Washington County,Unincorp. Area,121,99990,2588,2588,0,2.39,1224,657.5,98.0,11.395,2.1143790849673203
2021,Weld County,Unincorp. Area,123,99990,46990,46938,52,2.39,17933,657.5,98.0,11.395,2.61740924552501
2021,Yuma County,Unincorp. Area,125,99990,3923,3923,0,2.39,1761,657.5,98.0,11.395,2.2277115275411696
2022,Las Animas County,Aguilar,71,760,454,454,0,2.39,269,657.5,98.0,11.395,1.687732342007435
2022,Washington County,Akron,121,925,1755,1591,164,2.39,830,657.5,98.0,11.395,1.916867469879518
2022,Alamosa County,Alamosa,3,1090,9900,8993,907,2.39,4320,657.5,98.0,11.395,2.081712962962963
2022,Park County,Alma,93,1530,308,308,0,2.39,187,657.5,98.0,11.395,1.6470588235294117
2022,Conejos County,Antonito,21,2355,639,635,4,2.39,377,657.5,98.0,11.395,1.6843501326259946
2022,Lincoln County,Arriba,73,3235,200,200,0,2.39,122,657.5,98.0,11.395,1.639344262295082
2022,Adams County,Arvada (Part),1,3455,2890,2890,0,2.39,1158,657.5,98.0,11.395,2.4956822107081176
2022,Jefferson County,Arvada (Part),59,3455,120342,119653,689,2.39,50930,657.5,98.0,11.395,2.3493618692322795
2022,Pitkin County,Aspen,97,3620,6718,6702,16,2.39,6270,657.5,98.0,11.395,1.0688995215311006
2022,Weld County,Ault,123,3950,2235,2235,0,2.39,892,657.5,98.0,11.395,2.5056053811659194
2022,Adams County,Aurora (Part),1,4000,49209,47792,1417,2.39,18133,657.5,98.0,11.395,2.635636684497877
2022,Arapahoe County,Aurora (Part),5,4000,338608,336560,2048,2.39,135525,657.5,98.0,11.395,2.483379450285925
2022,Douglas County,Aurora (Part),35,4000,3464,3464,0,2.39,1705,657.5,98.0,11.395,2.0316715542521995
2022,Eagle County,Avon,37,4110,5978,5978,0,2.39,4175,657.5,98.0,11.395,1.4318562874251497
2022,Eagle County,Basalt (Part),37,4935,2909,2909,0,2.39,1593,657.5,98.0,11.395,1.8261142498430634
2022,Pitkin County,Basalt (Part),97,4935,1138,1138,0,2.39,647,657.5,98.0,11.395,1.758887171561051
2022,La Plata County,Bayfield,67,5265,2896,2877,19,2.39,1146,657.5,98.0,11.395,2.5104712041884816
2022,Adams County,Bennett (Part),1,6090,2676,2676,0,2.39,1211,657.5,98.0,11.395,2.2097440132122212
2022,Arapahoe County,Bennett (Part),5,6090,421,421,0,2.39,141,657.5,98.0,11.395,2.9858156028368796
2022,Larimer County,Berthoud (Part),69,6255,11316,11231,85,2.39,5195,657.5,98.0,11.395,2.1618864292589026
2022,Weld County,Berthoud (Part),123,6255,258,258,0,2.39,71,657.5,98.0,11.395,3.6338028169014085
2022,Kit Carson County,Bethune,63,6530,179,179,0,2.39,80,657.5,98.0,11.395,2.2375
2022,Gilpin County,Black Hawk,47,7025,125,125,0,2.39,66,657.5,98.0,11.395,1.893939393939394
2022,Costilla County,Blanca,23,7190,332,332,0,2.39,149,657.5,98.0,11.395,2.228187919463087
2022,Summit County,Blue River,117,7410,848,848,0,2.39,773,657.5,98.0,11.395,1.0970245795601552
2022,Saguache County,Bonanza City,109,7571,18,18,0,2.39,29,657.5,98.0,11.395,0.6206896551724138
2022,Pueblo County,Boone,101,7795,306,304,2,2.39,148,657.5,98.0,11.395,2.054054054054054
2022,Boulder County,Boulder,13,7850,105650,93045,12605,2.39,46971,657.5,98.0,11.395,1.9809031104298398
2022,Arapahoe County,Bow Mar (Part),5,8070,569,569,0,2.39,206,657.5,98.0,11.395,2.762135922330097
2022,Jefferson County,Bow Mar (Part),59,8070,266,266,0,2.39,92,657.5,98.0,11.395,2.891304347826087
2022,Las Animas County,Branson,71,8345,58,58,0,2.39,47,657.5,98.0,11.395,1.2340425531914894
2022,Summit County,Breckenridge,117,8400,4930,4909,21,2.39,7505,657.5,98.0,11.395,0.6540972684876749
2022,Adams County,Brighton (Part),1,8675,40760,39927,833,2.39,15049,657.5,98.0,11.395,2.6531330985447537
2022,Weld County,Brighton (Part),123,8675,360,360,0,2.39,129,657.5,98.0,11.395,2.7906976744186047
2022,Fremont County,Brookside,43,9115,241,241,0,2.39,105,657.5,98.0,11.395,2.295238095238095
2022,Broomfield County,Broomfield,14,9280,76155,75704,451,2.39,33645,657.5,98.0,11.395,2.2500817357705456
2022,Morgan County,Brush,87,9555,5319,5000,319,2.39,2154,657.5,98.0,11.395,2.3212627669452184
2022,Chaffee County,Buena Vista,15,10105,3003,2990,13,2.39,1693,657.5,98.0,11.395,1.7660956881275842
2022,Kit Carson County,Burlington,63,10600,3112,3043,69,2.39,1472,657.5,98.0,11.395,2.067255434782609
2022,El Paso County,Calhan,41,11260,764,764,0,2.39,334,657.5,98.0,11.395,2.287425149700599
2022,Baca County,Campo,9,11645,100,100,0,2.39,65,657.5,98.0,11.395,1.5384615384615385
2022,Fremont County,Canon City,43,11810,17421,16009,1412,2.39,7719,657.5,98.0,11.395,2.07397331260526
2022,Garfield County,Carbonate,45,12030,0,0,0,2.39,0,657.5,98.0,11.395,0.0
2022,Garfield County,Carbondale,45,12045,6574,6495,79,2.39,2810,657.5,98.0,11.395,2.311387900355872
2022,Douglas County,Castle Pines,35,12387,12879,12846,33,2.39,5028,657.5,98.0,11.395,2.554892601431981
2022,Douglas County,Castle Rock,35,12415,79084,78524,560,2.39,29871,657.5,98.0,11.395,2.6287703792976465
2022,Delta County,Cedaredge,29,12635,2365,2365,0,2.39,1245,657.5,98.0,11.395,1.8995983935742973
2022,Arapahoe County,Centennial,5,12815,106818,105395,1423,2.39,42220,657.5,98.0,11.395,2.496328754144955
2022,Rio Grande County,Center (Part),105,12855,43,43,0,2.39,53,657.5,98.0,11.395,0.8113207547169812
2022,Saguache County,Center (Part),109,12855,1885,1885,0,2.39,807,657.5,98.0,11.395,2.335811648079306
2022,Clear Creek County,Central City (Part),19,12910,0,0,0,2.39,0,657.5,98.0,11.395,0.0
2022,Gilpin County,Central City (Part),47,12910,779,779,0,2.39,530,657.5,98.0,11.395,1.469811320754717
2022,Otero County,Cheraw,89,13460,233,233,0,2.39,100,657.5,98.0,11.395,2.33
2022,Arapahoe County,Cherry Hills Village,5,13845,6276,6276,0,2.39,2194,657.5,98.0,11.395,2.86052871467639
2022,Cheyenne County,Cheyenne Wells,17,14175,729,705,24,2.39,419,657.5,98.0,11.395,1.6825775656324582
2022,Mineral County,City of Creede,79,14765,261,261,0,2.39,255,657.5,98.0,11.395,1.0235294117647058
2022,Fremont County,Coal Creek,43,15330,372,372,0,2.39,163,657.5,98.0,11.395,2.2822085889570554
2022,Las Animas County,Cokedale,71,15550,130,130,0,2.39,93,657.5,98.0,11.395,1.3978494623655915
2022,Mesa County,Collbran,77,15605,368,368,0,2.39,207,657.5,98.0,11.395,1.7777777777777777
2022,El Paso County,Colorado Springs,41,16000,485143,477095,8048,2.39,212345,657.5,98.0,11.395,2.246791777531847
2022,Arapahoe County,Columbine Valley,5,16385,1627,1627,0,2.39,668,657.5,98.0,11.395,2.43562874251497
2022,Adams County,Commerce City,1,16495,64970,64650,320,2.39,22737,657.5,98.0,11.395,2.8433830320622775
2022,Montezuma County,Cortez,83,17375,8996,8793,203,2.39,4051,657.5,98.0,11.395,2.1705751666255244
2022,Moffat County,Craig,81,17760,8930,8821,109,2.39,4049,657.5,98.0,11.395,2.178562608051371
2022,Delta County,Crawford,29,17925,407,407,0,2.39,216,657.5,98.0,11.395,1.8842592592592593
2022,Gunnison County,Crested Butte,51,18310,1639,1639,0,2.39,1214,657.5,98.0,11.395,1.3500823723228994
2022,Saguache County,Crestone,109,18420,149,149,0,2.39,113,657.5,98.0,11.395,1.3185840707964602
2022,Teller County,Cripple Creek,119,18530,1140,1088,52,2.39,707,657.5,98.0,11.395,1.538896746817539
2022,Logan County,Crook,75,18640,131,131,0,2.39,76,657.5,98.0,11.395,1.7236842105263157
2022,Crowley County,Crowley,25,18750,167,167,0,2.39,81,657.5,98.0,11.395,2.0617283950617282
2022,Weld County,Dacono,123,19080,6457,6457,0,2.39,2240,657.5,98.0,11.395,2.882589285714286
2022,Mesa County,De Beque,77,19355,492,488,4,2.39,213,657.5,98.0,11.395,2.291079812206573
2022,Arapahoe County,Deer Trail,5,19630,1390,1390,0,2.39,589,657.5,98.0,11.395,2.359932088285229
2022,Rio Grande County,Del Norte,105,19795,1424,1382,42,2.39,817,657.5,98.0,11.395,1.6915544675642595
2022,Delta County,Delta,29,19850,9468,9319,149,2.39,4130,657.5,98.0,11.395,2.256416464891041
2022,Denver County,Denver,31,20000,712637,697243,15394,2.39,360938,657.5,98.0,11.395,1.9317528218142728
2022,Summit County,Dillon,117,20440,1031,1031,0,2.39,1394,657.5,98.0,11.395,0.7395982783357246
2022,Moffat County,Dinosaur,81,20495,239,239,0,2.39,148,657.5,98.0,11.395,1.614864864864865
2022,Montezuma County,Dolores,83,20770,918,918,0,2.39,517,657.5,98.0,11.395,1.7756286266924566
